Id	*hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	rightArmItemType	leftArmItemType	canNotUseTwoHandedItems	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
fetish1	141	fetish1	fetish2	0	RatMan	fetish1		fetish	Fetish		FE	1							fetish1		1	1	1	1	1	1		6	6	1	10	42	72	fetish	fetish	10	15	14	13				100	100	100	10	9	8	4	4	4	33	33	33																						1	1							1		1			1	1							1					SkeletonRaise	seq_fethisraise	1																						100	100	100	-50	-40	-33															100	33	33	50	2				11	11	11	5	192	110	84	240	216	345	91							165	240	125	225	180	285	95							165	240	125	225	180	285	95																																																	Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
fetish2	142	fetish1	fetish3	1	Fetish	fetish2		fetish	Fetish		FE	1							fetish2		1	1	1	2	1	2		7	7	1	21	49	79	fetish	fetish	10	15	14	13				100	100	100	10	9	8	4	4	4	33	33	33																						1	1							1		1			1	1							1					SkeletonRaise	seq_fethisraise	1																						100	100	100	-50	-40	-33															33	100	33	50	2				21	21	21	5	192	107	85	237	195	303	94							165	240	125	225	180	285	95							165	240	125	225	180	285	95																																																	Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
fetish3	143	fetish1	fetish4	2	Flayer	fetish3		fetish	Fetish		FE	1							fetish3		1	1	1	3	1	3		8	8	1	22	50	80	fetish	fetish	10	15	14	13				100	100	100	10	9	8	4	4	4	33	33	33																						1	1							1		1			1	1							1					SkeletonRaise	seq_fethisraise	1																						100	100	100	-50	-40	-33															33	33	100	50	2				22	22	22	5	198	107	85	237	216	324	94							165	240	125	225	180	285	95							165	240	125	225	180	285	95																																																	Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
fetish4	144	fetish1	fetish5	3	SoulKiller	fetish4		fetish	Fetish		FE	1							fetish4		1	1	2	3	2	3		9	9	1	23	51	81	fetish	fetish	10	15	14	13				100	100	100	10	9	8	4	4	4	33	33	33																						1	1							1		1			1	1							1					SkeletonRaise	seq_fethisraise	1																						100	100	100	-50	-40	-33															33	110	33	50	2				23	23	23	5	195	107	85	237	201	321	92							165	240	125	225	180	285	95							165	240	125	225	180	285	95																																																	Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
fetish5	145	fetish1	fetish6	4	StygianDoll	fetish5		fetish	Fetish		FE	1							fetish5		1	1	2	4	2	4		10	10	1	24	54	83	fetish	fetish	10	15	14	13				100	100	100	10	9	8	4	4	4	33	33	33																						1	1							1		1			1	1							1					SkeletonRaise	seq_fethisraise	1																						100	100	100	-50	-40	-33															100	33	33	50	2				24	24	24	5	195	107	85	237	207	303	92							165	240	125	225	180	285	95							165	240	125	225	180	285	95																																																	Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
cain1	146	cain1		0	DeckardCain	cain1		human	NpcOutOfTown		DC	1													1	1		2	2	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1		1									1																																																												2																																																																																																											0
gheed	147	gheed		0	Gheed	gheed		human	Npc		GH	1													1	1		4	4	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1	1	1									1																																																												2																																																																																																											0
akara	148	akara		0	Akara	akara		human	Npc		PS	1													1	1		1	1	0				lightnpc	lightnpc		15	15	15																																				1	1	1	1	1	1	1									1																																																												2																																																																																																											0
chicken	149	chicken		0	dummy	chicken			Idle		CK	1													3	3		2	2	0				chicken	chicken		15	15	15																																						1				1									1																																																												2																																																																																																											0
kashya	150	kashya		0	Kashya	kashya		human	Npc		RC	1													1	1		3	3	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1		1									1																																																												2																																																																																																											0
rat	151	rat		0	dummy	rat			Idle		RT	1													4	4		5	5	0				rat	rat		15	15	15																																				1		1				1								1	1																																																												2																																																																																																											0
rogue1	152	rogue1		0	Dummy	rogue1		human	Idle		RG	1													1	1		8	8	0				act1hire	act1hire	10	15	15	15																												rogue1								1		1	1			1								1	1																																				100	100	100	-50	-50	-50																			2				75	75	75	5	426	284	84											540	630	150											540	630	150																																																																							0
hellmeteor	153	hellmeteor		0	Dummy	hellmeteor			HellMeteor		K9	1													1	1		0	0	0	0	33	66				15	15	15				50	60	70	50	50	50	10	10	10																																										1									HellMeteor	A1	1																																														2																																																																																																											0
charsi	154	charsi		0	Charsi	charsi		human	Npc		CI	1													1	1		4	4	0				charsi	charsi		15	15	15																																				1	1	1	1	1	1	1									1																																																												2																																																																																																											0
warriv1	155	warriv1		0	Warriv	warriv1		human	Npc		WA	1													1	1		3	3	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1	1	1									1																																																												2																																																																																																											0
andariel	156	andariel		0	Andariel	andariel		demon	Andariel		AN	1													1	1		8	8	0	12	49	75	andariel	andariel	14	15	11	9				30	35	35	10	8	6	30	32	34	50	55	60																														1		1	1	1	1													AndrialSpray	seq_andarielspray	1	AndyPoisonBolt	A1	1																			100	66	33	-25	-15	0			-50	50	50	80			-50	50	50	50	66		-50	66	66	66	0			1	0	20	40	5	7686	2562	84	2748	228	714	153							7686	7686	110	4476	540	660	200							3579	3579	110	4476	540	660	470							A1	pois	100	33	33	30	100	60	33	33	100	33	33	225																													Andarielq	Andarielq	Andarielq	Andarielq	Andarielq (N)	Andarielq (N)	Andarielq (N)	Andarielq (N)	Andarielq (H)	Andarielq (H)	Andarielq (H)	Andarielq (H)	6	1					0
bird1	157	bird1		0	dummy	bird1			Idle		BS	1													1	1		7	7	1							15	15	15																																				1		1				1								1	1																																																												2																																																																																																											0
bird2	158	bird2		0	dummy	bird2			Idle		BL	1													1	1		4	4	1							15	15	15																																				1		1				1								1	1																																																												2																																																																																																											0
bat	159	bat		0	dummy	bat			Idle		B9	1													1	3		7	7	1				bat	bat		15	15	15																																				1		1				1									1																																																												2																																																																																																											0
cr_archer1	160	cr_archer1	cr_archer2	0	DarkRanger	cr_archer1		corruptrogue	CorruptArcher		CR	1	1												1	2		4	4	1	4	37	68	cr_archer	cr_archer	10	15	14	13				60	65	70	70	85	88	14	11	9	20	30	40	20	20	20							12	12	12	cr_arrow1									1								1		1			1	1																																				100	100	100	-50	-40	-33													15		25	100	25	25	2				13	13	13	5	273	128	84	273	180	270	256							165	285	90	300	180	270	150							165	285	90	300	180	270	150																																																	Act 1 Miss A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) Miss A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) Miss A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
cr_archer2	161	cr_archer1	cr_archer3	1	VileArcher	cr_archer2		corruptrogue	CorruptArcher		CR	1	1												1	3		5	6	1	5	38	69	cr_archer	cr_archer	10	15	14	13				70	75	80	75	88	91	12	10	9	25	35	45	20	20	20							12	12	12	cr_arrow2									1								1		1			1	1																																				100	100	100	-50	-40	-33													15		110	25	25	25	2				15	15	15	5	279	131	84	273	180	270	255							165	285	90	300	180	270	150							165	285	90	300	180	270	150							A1	pois					10	20	20	100	20	25	25	100																													Act 1 Miss B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Miss B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Miss B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
cr_archer3	162	cr_archer1	cr_archer4	2	DarkArcher	cr_archer3		corruptrogue	CorruptArcher		CR	1	1												2	3		5	8	1	7	39	83	cr_archer	cr_archer	10	15	14	13				80	85	90	80	91	94	10	9	8	30	40	50	20	20	20							12	12	12	cr_arrow3									1								1		1			1	1																																				100	100	100	-50	-40	-33													15		25	110	25	25	2				20	20	20	5	285	136	84	273	180	270	254							165	285	90	300	180	270	150							165	285	90	300	180	270	150							A1	cold					10	40	60	150	20	40	60	175																													Act 1 Miss B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Miss B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Miss B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
cr_archer4	163	cr_archer1	cr_archer5	3	BlackArcher	cr_archer4		corruptrogue	CorruptArcher		CR	1	1												2	4		6	9	1	10	41	72	cr_archer	cr_archer	10	15	14	13				90	90	95	80	94	97	8	8	7	35	45	55	20	20	20							12	12	12	cr_arrow4									1								1		1			1	1																																				100	100	100	-50	-40	-33													15		25	115	25	25	2				28	28	28	5	288	141	84	273	180	270	253							165	285	90	300	180	270	150							165	285	90	300	180	270	150							A1	ltng					10	5	120		20	5	140																														Act 1 Miss C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Miss C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Miss C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
cr_archer5	164	cr_archer1	cr_archer6	4	FleshArcher	cr_archer5		corruptrogue	CorruptArcher		CR	1	1												3	4		7	10	1	24	54	85	cr_archer	cr_archer	10	15	14	13				99	99	99	85	97	99	6	6	6	40	50	60	20	20	20							12	12	12	cr_arrow5									1								1		1			1	1																																				100	100	100	-50	-40	-33	20						20						15		25	25	130	25	2				45	45	45	5	291	137	85	273	180	270	252							165	285	90	300	180	270	150							165	285	90	300	180	270	150							A1	fire					10	50	70		20	60	80																														Act 3 Miss B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) Miss B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) Miss B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
cr_lancer1	165	cr_lancer1	cr_lancer2	0	DarkSpearwoman	cr_lancer1		corruptrogue	CorruptLancer		CR	1													1	2		4	4	1	2	36	67	cr_lancer	cr_lancer	10	15	14	13				60	60	60	75	80	85	9	8	7	0	40	55	15	12	10																			1	1							1		1			1	1																																				100	100	100	-50	-40	-33													45		25	100	25	25	2				4	4	4	5	258	129	84	273	201	402	101							240	345	95	255	195	390	140							240	345	95	255	195	390	140																																																	Act 1 H2H A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
cr_lancer2	166	cr_lancer1	cr_lancer3	1	VileLancer	cr_lancer2		corruptrogue	CorruptLancer		CR	1													1	3		5	6	1	5	38	68	cr_lancer	cr_lancer	10	15	14	13				70	70	70	80	85	90	8	7	6	0	45	60	15	12	10																			1	1							1		1			1	1																																				100	100	100	-50	-40	-33													45		110	25	25	25	2				6	6	6	5	255	124	84	273	228	453	91							240	345	95	255	195	390	140							240	345	95	255	195	390	140							A1	pois					10	25	25	100	20	33	33	100																													Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
cr_lancer3	167	cr_lancer1	cr_lancer4	2	DarkLancer	cr_lancer3		corruptrogue	CorruptLancer		CR	1													2	3		5	8	1	8	39	69	cr_lancer	cr_lancer	10	15	14	13				80	80	80	85	90	95	7	6	5	0	50	65	15	12	10																			1	1							1		1			1	1																																				100	100	100	-50	-40	-33													45		25	110	25	25	2				9	9	9	5	267	134	84	273	201	453	95							240	345	95	255	195	390	140							240	345	95	255	195	390	140							A1	cold					10	60	80	175	20	60	80	175																													Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
cr_lancer4	168	cr_lancer1	cr_lancer5	3	BlackLancer	cr_lancer4		corruptrogue	CorruptLancer		CR	1													2	4		6	10	1	9	40	71	cr_lancer	cr_lancer	10	15	14	13				90	90	90	88	95	97	6	5	5	0	55	70	15	12	10																			1	1							1		1			1	1																																				100	100	100	-50	-40	-33													45		25	115	25	25	2				10	10	10	5	258	131	84	273	174	429	95							240	345	95	255	195	390	140							240	345	95	255	195	390	140							A1	ltng					10	5	140		20	5	160																														Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
cr_lancer5	169	cr_lancer1	cr_lancer6	4	FleshLancer	cr_lancer5		corruptrogue	CorruptLancer		CR	1													3	4		7	12	1	24	53	84	cr_lancer	cr_lancer	10	15	14	13				99	99	99	90	99	99	5	5	5	0	60	75	15	12	10																			1	1							1		1			1	1																																				100	100	100	-50	-40	-33	20						20						45		25	25	130	25	2				24	24	24	5	261	131	85	270	171	432	92							240	345	95	255	195	390	140							240	345	95	255	195	390	140							A1	fire					10	70	90		20	70	90																														Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
sk_archer1	170	sk_archer1	sk_archer2	0	SkeletonArcher	sk_archer1		skeleton	SkeletonBow		SK	1	1												1	2		4	4	2	5	38	68	sk_archer	sk_archer	10	15	14	13				75	80	85	15	14	13	50	50	50	5	5	5	6	6	6										skbowarrow1									1						1				1			1	1																																							-50	-40	-25						50						60	40		33		33	100	2				15	15	15	5	210	147	84	267	195	270	255							210	300	100	285	105	150	115							210	300	100	285	105	150	115																																																	Act 1 Miss B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Miss B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Miss B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
sk_archer2	171	sk_archer1	sk_archer3	1	ReturnedArcher	sk_archer2		skeleton	SkeletonBow		SK	1	1												1	3		4	4	2	8	39	69	sk_archer	sk_archer	10	15	14	13				75	80	85	15	14	12	50	50	50	5	5	5	6	6	6										skbowarrow2									1						1				1			1	1																																							-50	-40	-25						50						60	40		33		33	105	2				23	23	23	5	234	156	84	270	195	270	253							210	300	100	285	105	150	115							210	300	100	285	105	150	115																																																	Act 1 Miss B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Miss B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Miss B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
sk_archer3	172	sk_archer1	sk_archer4	2	BoneArcher	sk_archer3		skeleton	SkeletonBow		SK	1	1												2	3		5	5	2	9	40	70	sk_archer	sk_archer	10	15	14	13				80	85	90	15	13	12	50	50	50	5	5	5	6	6	6										skbowarrow3									1						1				1			1	1																																							-50	-40	-25					20	50					50	60	45		33		75	105	2				25	25	25	5	228	156	84	270	195	270	253							210	300	100	285	105	150	115							210	300	100	285	105	150	115																																																	Act 1 Miss C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Miss C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Miss C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
sk_archer4	173	sk_archer1	sk_archer5	3	BurningDeadArcher	sk_archer4		skeleton	SkeletonBow		SK	1	1												2	4		5	5	2	13	43	74	sk_archer	sk_archer	10	15	14	13				80	85	90	15	13	11	50	50	50	5	5	5	6	6	6										skbowarrow4									1						1				1			1	1																																							-50	-40	-25			30			50			50			60	45		75		33	110	2				35	35	35	5	228	151	84	267	135	210	252							210	300	100	285	105	150	115							210	300	100	285	105	150	115							A1	fire	100	25	55		100	25	55		100	25	55																														Act 2 Miss A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) Miss A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) Miss A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
sk_archer5	174	sk_archer1	sk_archer6	4	HorrorArcher	sk_archer5		skeleton	SkeletonBow		SK	1	1												2	4		5	5	2	18	47	78	sk_archer	sk_archer	10	15	14	13				90	90	95	15	12	11	50	50	50	5	5	5	6	6	6										skbowarrow5									1						1				1			1	1																																							-50	-40	-25		20		40		50		50		70		60	50	75		75		110	2				45	45	45	5	222	151	84	270	135	210	252							210	300	100	285	105	150	115							210	300	100	285	105	150	115							A1	ltng	100	5	80		100	5	80		100	5	120																														Act 2 Miss B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) Miss B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) Miss B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
warriv2	175	warriv2		0	Warriv	warriv2		human	Npc		WX	1													1	1		3	3	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1	1	1									1																																																												2																																																																																																											0
atma	176	atma		0	Atma	atma		human	Npc		AS	1													1	1		3	3	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1	1	1									1																																																												2																																																																																																											0
drognan	177	drognan		0	Drognan	drognan		human	Npc		DR	1													1	1		3	3	0				drognan	drognan		15	15	15																																				1	1	1	1	1	1	1									1																																																												2																																																																																																											0
fara	178	fara		0	Fara	fara		human	Npc		OF	1													1	1		3	3	0				fara	fara		15	15	15																																				1	1	1	1	1	1	1									1																																																												2																																																																																																											0
cow	179	cow		0	dummy	cow			Idle		CW	1													1	1		2	2	0				cow	cow		15	15	15																																				2	1	1				1									1																																																												2																																																																																																											0
maggotbaby1	180	maggotbaby1	maggotbaby2	0	SandMaggotYoung	maggotbaby1		sandmaggot	MaggotLarva		SB	1													1	1		4	4	1	16	45	76	maggotbaby	maggotbaby	9	15	14	13				75	78	80	20	17	14	60	60	60	15	15	15	20	20	20																				1												1	1							1																													100	75	50	-50	-40	-33																		100	2				17	17	17	5	63	65	84	165	84	138	94							60	135	50	90	75	135	70							60	135	50	90	75	135	70							A1	pois					5	15	15	50	5	15	15	50																																															0
maggotbaby2	181	maggotbaby1	maggotbaby3	1	RockWormYoung	maggotbaby2		sandmaggot	MaggotLarva		SB	1													1	1		4	4	1	17	45	84	maggotbaby	maggotbaby	9	15	14	13				80	83	85	19	16	13	70	70	70	15	15	15	20	20	20																				1												1	1							1																													100	75	50	-50	-40	-33																		100	2				17	17	17	5	69	64	84	165	84	138	92							60	135	50	90	75	135	70							60	135	50	90	75	135	70							A1	pois					5	15	15	50	5	15	15	50																																															0
maggotbaby3	182	maggotbaby1	maggotbaby4	2	DevourerYoung	maggotbaby3		sandmaggot	MaggotLarva		SB	1													1	1		5	5	1	19	48	79	maggotbaby	maggotbaby	9	15	14	13				85	88	90	18	15	12	80	80	80	15	15	15	20	20	20																				1												1	1							1																													100	75	50	-50	-40	-33																		100	2				19	19	19	5	63	66	84	162	72	141	93							60	135	50	90	75	135	70							60	135	50	90	75	135	70							A1	pois					5	15	15	50	5	15	15	50																																															0
maggotbaby4	183	maggotbaby1	maggotbaby5	3	GiantLampreyYoung	maggotbaby4		sandmaggot	MaggotLarva		SB	1													1	1		5	5	1	21	50	79	maggotbaby	maggotbaby	9	15	14	13				88	91	93	17	14	11	85	85	85	15	15	15	20	20	20																				1												1	1							1																													100	75	50	-50	-40	-33																		100	2				21	21	21	5	63	64	85	162	87	129	94							60	135	50	90	75	135	70							60	135	50	90	75	135	70							A1	pois					5	15	15	50	5	15	15	50																																															0
maggotbaby5	184	maggotbaby1	maggotbaby6	4	WorldKillerYoung	maggotbaby5		sandmaggot	MaggotLarva		SB	1													1	1		6	6	1	24	57	85	maggotbaby	maggotbaby	9	15	14	13				90	93	95	16	13	10	90	90	90	15	15	15	20	20	20																				1												1	1							1																													100	75	50	-50	-40	-33																		100	2				24	24	24	5	63	65	85	165	78	132	92							60	135	50	90	75	135	70							60	135	50	90	75	135	70							A1	pois					5	15	15	50	5	15	15	50																																															0
camel	185	camel		0	dummy	camel			Idle		CM	1													1	1		5	5	0							15	15	15																																				2	1	1	1			1									1																																																												2																																																																																																											0
blunderbore1	186	blunderbore1	blunderbore2	0	Blunderbore	blunderbore1	blunderbore	blunderbore	PinHead	stun attack	PN	1													1	2		3	3	1	18	47	78	pinhead	pinhead	10	15	14	13				75	80	85	15	12	10	60	70	70	12	12	12	40	50	55																			1	1							1		1			1	1												Smite	seq_pinheadsmite	1																						100	100	100	-50	-40	-33													55		115	50	50		4				24	24	24	5	480	200	84	342	228	402	125	351	453	92				540	660	80	390	270	420	110	360	465	100				540	660	80	390	270	420	110	360	465	100																																														Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
blunderbore2	187	blunderbore1	blunderbore3	1	Gorbelly	blunderbore2	blunderbore	blunderbore	PinHead	stun attack	PN	1													1	3		4	4	1	20	49	80	pinhead	pinhead	10	15	14	13				80	85	90	12	9	7	80	80	80	9	9	9	50	60	65																			1	1							1		1			1	1												Smite	seq_pinheadsmite	1																						100	100	100	-50	-40	-33													55		50	50	140		4				27	27	27	5	480	200	85	342	231	417	125	372	462	93				540	660	80	390	270	420	110	360	465	100				540	660	80	390	270	420	110	360	465	100																																														Act 2 H2H C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) H2H C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
blunderbore3	188	blunderbore1	blunderbore4	2	Mauler	blunderbore3	blunderbore	blunderbore	PinHead	stun attack	PN	1													2	3		6	6	1	25	55	83	pinhead	pinhead	10	15	14	13				85	90	95	9	7	7	90	90	90	7	7	7	60	65	65																			1	1							1		1			1	1												Smite	seq_pinheadsmite	1																						100	100	100	-50	-40	-33													55		50	100	50		4				33	33	33	5	480	200	85	354	228	414	126	357	453	93				540	660	80	390	270	420	110	360	465	100				540	660	80	390	270	420	110	360	465	100																																														Act 3 H2H C	Act 2 Champ C	Act 2 Unique C		Act 3 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 3 (H) H2H C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
blunderbore4	189	blunderbore1	blunderbore5	3	Urdar	blunderbore4	blunderbore	blunderbore	PinHead	stun attack	PN	1													2	4		8	8	1	32	57	85	pinhead	pinhead	10	15	14	13				90	95	97	7	7	7	95	95	95	5	5	5	65	65	70																			1	1							1		1			1	1												Smite	seq_pinheadsmite	1																						100	100	100	-50	-40	-33			25	25	50	25			50	50	50	50	55		75	75	75		4				42	42	42	5	480	200	84	426	228	408	125	363	453	93				540	660	80	390	270	420	110	360	465	100				540	660	80	390	270	420	110	360	465	100																																														Act 4 H2H A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A								0
maggotegg1	190	maggotegg1	maggotegg2	0	SandMaggotEgg	maggotegg1			MaggotEgg		SE	1			maggotbaby1	0	0	S1							1	1		1	1	1	16	45	76	maggotegg	maggotegg	8	15	15	15				250	200	200	18	18	18																													1												1													MaggotEgg	seq_maggotegg	2																						100	66	33	-50	-50	-50																			2								231	98	84	150										180	240	25	75										180	240	25	75																																																																						0
maggotegg2	191	maggotegg1	maggotegg3	1	RockWormEgg	maggotegg2			MaggotEgg		SE	1			maggotbaby2	0	0	S1							1	1		1	1	1	17	45	84	maggotegg	maggotegg	8	15	15	15				240	200	200	22	22	22																													1												1													MaggotEgg	seq_maggotegg	3																						100	66	33	-50	-50	-50																			2								234	95	84	150										180	240	25	75										180	240	25	75																																																																						0
maggotegg3	192	maggotegg1	maggotegg4	2	DevourerEgg	maggotegg3			MaggotEgg		SE	1			maggotbaby3	0	0	S1							1	1		1	1	1	19	48	79	maggotegg	maggotegg	8	15	15	15				210	200	200	26	26	26																													1												1													MaggotEgg	seq_maggotegg	4																						100	66	33	-50	-50	-50																			2								234	96	84	150										180	240	25	75										180	240	25	75																																																																						0
